Row 18, label PEFNTVTY, used 926: Columbia
Row 7185, label PEMNTVTY, used 1927: Philippines
Row 7185, label PENATVTY, used 1927: Philippines
Row 7206, label PEFNTVTY, used 361: United-States
Row 7206, label PEMNTVTY, used 361: United-States
Row 7206, label PENATVTY, used 361: United-States
Row 7239, label PEFNTVTY, used 417: United-States
Row 7239, label PEMNTVTY, used 417: United-States
Row 7249, label PEFNTVTY, used 179: United-States
Row 7249, label PEMNTVTY, used 179: United-States
Row 7251, label PEMNTVTY, used 119: United-States
Row 7255, label PEFNTVTY, used 3: United-States
Row 7255, label PEMNTVTY, used 3: United-States
Row 7258, label PEFNTVTY, used 89: United-States
Row 7258, label PEMNTVTY, used 89: United-States
Row 7258, label PENATVTY, used 89: United-States
Row 7260, label PEFNTVTY, used 1806: United-States
Row 7260, label PEMNTVTY, used 1806: United-States
Row 7260, label PENATVTY, used 1806: United-States
Row 7275, label PEFNTVTY, used 133: United-States
Row 7275, label PEMNTVTY, used 133: United-States
Row 7290, label PEFNTVTY, used 8791: United-States
Row 7290, label PEMNTVTY, used 8791: United-States
Row 7290, label PENATVTY, used 8791: United-States
Row 7308, label PEMNTVTY, used 3: United-States
Row 7318, label PEFNTVTY, used 11496: United-States
Row 7318, label PEMNTVTY, used 11496: United-States
Row 7319, label PEMNTVTY, used 557: Cuba
Row 7319, label PENATVTY, used 557: United-States
Row 7371, label PEFNTVTY, used 46: United-States
Row 7387, label PEFNTVTY, used 132454: United-States
Row 7387, label PEMNTVTY, used 132454: United-States
Row 7387, label PENATVTY, used 132454: United-States
Row 7417, label PEFNTVTY, used 48899: United-States
Row 7437, label PEFNTVTY, used 2522: United-States
Row 7475, label PEMNTVTY, used 13893: United-States
Row 7521, label PEFNTVTY, used 138: United-States
Row 7521, label PEMNTVTY, used 138: United-States
Row 7538, label PEFNTVTY, used 44: United-States
Row 7538, label PEMNTVTY, used 44: United-States
Row 7550, label PEFNTVTY, used 857: United-States
Row 7550, label PEMNTVTY, used 857: United-States
Row 7550, label PENATVTY, used 857: United-States
Row 7568, label PEFNTVTY, used 1611: Poland
Row 7568, label PEMNTVTY, used 1611: Germany
Row 7570, label PEFNTVTY, used 1611: Poland
Row 7570, label PEMNTVTY, used 1611: Germany
Row 7570, label PENATVTY, used 1611: Germany
Row 7631, label PEFNTVTY, used 428: United-States
Row 7697, label PEFNTVTY, used 44088: India
Row 7697, label PEMNTVTY, used 44088: India
Row 7697, label PENATVTY, used 44088: India
Row 7783, label PEFNTVTY, used 16757: United-States
Row 7783, label PEMNTVTY, used 16757: United-States
Row 7783, label PENATVTY, used 16757: United-States
Row 7792, label PEMNTVTY, used 3028: Canada
Row 7792, label PENATVTY, used 3028: Canada
Row 7805, label PEFNTVTY, used 1428: Canada
Row 7806, label PEFNTVTY, used 483: United-States
Row 7806, label PEMNTVTY, used 483: United-States
Row 7841, label PEMNTVTY, used 10645: France
Row 7867, label PEFNTVTY, used 22601: United-States
Row 7867, label PEMNTVTY, used 22601: United-States
Row 7907, label PEFNTVTY, used 241: United-States
Row 7907, label PEMNTVTY, used 241: United-States
Row 7907, label PENATVTY, used 241: United-States
Row 7937, label PEFNTVTY, used 5858: United-States
Row 7937, label PEMNTVTY, used 5858: United-States
Row 7937, label PENATVTY, used 5858: United-States
Row 7940, label PEFNTVTY, used 15: United-States
Row 7940, label PEMNTVTY, used 15: United-States
Row 7966, label PEFNTVTY, used 6073: United-States
Row 7966, label PEMNTVTY, used 6073: United-States
Row 7966, label PENATVTY, used 6073: United-States
Row 7975, label PEFNTVTY, used 46: United-States
Row 8012, label PEFNTVTY, used 366: United-States
Row 8012, label PEMNTVTY, used 366: United-States
Row 8012, label PENATVTY, used 366: United-States
Row 8049, label PEFNTVTY, used 34: United-States
Row 8065, label PEFNTVTY, used 0: United-States
Row 8065, label PEMNTVTY, used 0: United-States
Row 8065, label PENATVTY, used 0: United-States
Row 8101, label PEFNTVTY, used 42970: United-States
Row 8101, label PEMNTVTY, used 42970: United-States
Row 8101, label PENATVTY, used 42970: United-States
Row 8104, label PEFNTVTY, used 10889: United-States
Row 8104, label PEMNTVTY, used 10889: United-States
Row 8104, label PENATVTY, used 10889: United-States
Row 8154, label PEFNTVTY, used 6171: United-States
Row 8154, label PEMNTVTY, used 6171: United-States
Row 8154, label PENATVTY, used 6171: United-States
Row 8159, label PEFNTVTY, used 151188: China
Row 8159, label PEMNTVTY, used 151188: China
Row 8159, label PENATVTY, used 151188: China
Row 8172, label PEFNTVTY, used 65: South Korea
Row 8228, label PEFNTVTY, used 2360: United-States
Row 8228, label PEMNTVTY, used 2360: United-States
Row 8228, label PENATVTY, used 2360: United-States
Row 8248, label PEMNTVTY, used 90: United-States
Row 8255, label PEFNTVTY, used 1659: United-States
Row 8255, label PEMNTVTY, used 1659: United-States
Row 8255, label PENATVTY, used 1659: United-States
Row 8295, label PENATVTY, used 137036: United-States
Row 8326, label PEMNTVTY, used 0: United-States
Row 8329, label PEFNTVTY, used 118029: United-States
Row 8333, label PEFNTVTY, used 7082: United-States
Row 8333, label PEMNTVTY, used 7082: United-States
Row 8333, label PENATVTY, used 7082: United-States
Row 8336, label PEFNTVTY, used 385: United-States
Row 8336, label PEMNTVTY, used 385: United-States
Row 8346, label PEFNTVTY, used 713: United-States
Row 8346, label PEMNTVTY, used 713: United-States
Row 8346, label PENATVTY, used 713: United-States
Row 8347, label PEFNTVTY, used 24629: Philippines
Row 8347, label PEMNTVTY, used 24629: Philippines
Row 8347, label PENATVTY, used 24629: Philippines
Row 8356, label PEFNTVTY, used 1804: United-States
Row 8356, label PEMNTVTY, used 1804: United-States
Row 8356, label PENATVTY, used 1804: United-States
Row 8357, label PEFNTVTY, used 9463: Cuba
Row 8364, label PEFNTVTY, used 2213: Poland
Row 8364, label PEMNTVTY, used 2213: England
Row 8364, label PENATVTY, used 2213: United-States
Row 8379, label PEMNTVTY, used 66954: United-States
Row 8433, label PEFNTVTY, used 2522: United-States
Row 8433, label PEMNTVTY, used 2522: United-States
Row 8433, label PENATVTY, used 2522: United-States
Row 8443, label PEFNTVTY, used 3: United-States
Row 8443, label PEMNTVTY, used 3: United-States
Row 8556, label PEFNTVTY, used 178893: United-States
Row 8556, label PEMNTVTY, used 178893: United-States
Row 8556, label PENATVTY, used 178893: United-States
Row 8580, label PEFNTVTY, used 2242: Germany
Row 8580, label PEMNTVTY, used 2242: Germany
Row 8580, label PENATVTY, used 2242: Germany
Row 8588, label PEFNTVTY, used 195: United-States
Row 8588, label PEMNTVTY, used 195: United-States
Row 8630, label PEMNTVTY, used 3634: United-States
Row 8662, label PEFNTVTY, used 3: United-States
Row 8685, label PEFNTVTY, used 6073: United-States
Row 8685, label PEMNTVTY, used 6073: United-States
Row 8685, label PENATVTY, used 6073: United-States
Row 8703, label PEFNTVTY, used 8929: United-States
Row 8743, label PEFNTVTY, used 3350: United-States
Row 8743, label PEMNTVTY, used 3350: United-States
Row 8743, label PENATVTY, used 3350: United-States
Row 8747, label PENATVTY, used 3: United-States
Row 8752, label PEMNTVTY, used 3: United-States
Row 8760, label PEMNTVTY, used 3: United-States
Row 8780, label PEFNTVTY, used 179: United-States
Row 8780, label PEMNTVTY, used 179: United-States
Row 8781, label PEFNTVTY, used 133: United-States
Row 8781, label PEMNTVTY, used 133: United-States
Row 8793, label PEMNTVTY, used 4250: United-States
Row 8819, label PEFNTVTY, used 7089: United-States
Row 8819, label PEMNTVTY, used 7089: United-States
Row 8836, label PEFNTVTY, used 3: United-States
Row 8836, label PEMNTVTY, used 3: United-States
Row 8836, label PENATVTY, used 3: United-States
Row 8854, label PEFNTVTY, used 40: United-States
Row 8854, label PEMNTVTY, used 40: United-States
Row 8881, label PEMNTVTY, used 18211: United-States
Row 8881, label PENATVTY, used 18211: United-States
Row 8901, label PEMNTVTY, used 97969: United-States
Row 8909, label PEFNTVTY, used 56: United-States
Row 8916, label PEFNTVTY, used 428: United-States
Row 8916, label PEMNTVTY, used 428: United-States
Row 8916, label PENATVTY, used 428: United-States
Row 8937, label PEFNTVTY, used 297: United-States
Row 8947, label PEFNTVTY, used 56050: Puerto-Rico
Row 8947, label PEMNTVTY, used 56050: Puerto-Rico
Row 8972, label PEFNTVTY, used 10645: United-States
Row 8972, label PEMNTVTY, used 10645: France
Row 8983, label PEFNTVTY, used 3: United-States
Row 8983, label PEMNTVTY, used 3: United-States
Row 8983, label PENATVTY, used 3: United-States
Row 9048, label PEFNTVTY, used 7948: Jamaica
Row 9048, label PEMNTVTY, used 7948: United-States
Row 9107, label PEFNTVTY, used 63059: United-States
Row 9107, label PEMNTVTY, used 63059: United-States
Row 9107, label PENATVTY, used 63059: United-States
Row 9155, label PENATVTY, used 7449: Vietnam
Row 9161, label PEFNTVTY, used 361: United-States
Row 9161, label PEMNTVTY, used 361: United-States
Row 9161, label PENATVTY, used 361: United-States
Row 9195, label PEFNTVTY, used 7635: China
Row 9195, label PEMNTVTY, used 7635: China
Row 9195, label PENATVTY, used 7635: Vietnam
Row 9201, label PEFNTVTY, used 700: United-States
Row 9201, label PEMNTVTY, used 700: United-States
Row 9201, label PENATVTY, used 700: United-States
Row 9228, label PENATVTY, used 65: United-States
Row 9241, label PEFNTVTY, used 5776: United-States
Row 9241, label PEMNTVTY, used 5776: United-States
Row 9241, label PENATVTY, used 5776: United-States
Row 9242, label PEMNTVTY, used 3568: United-States
Row 9263, label PEMNTVTY, used 9988: United-States
Row 9302, label PEFNTVTY, used 3: United-States
Row 9302, label PEMNTVTY, used 3: United-States
Row 9302, label PENATVTY, used 3: United-States
Row 9327, label PEFNTVTY, used 46: United-States
Row 9327, label PEMNTVTY, used 46: United-States
Row 9327, label PENATVTY, used 46: United-States
Row 9347, label PEFNTVTY, used 19332: United-States
Row 9347, label PEMNTVTY, used 19332: United-States
Row 9347, label PENATVTY, used 19332: United-States
Row 9357, label PEFNTVTY, used 44: United-States
Row 9357, label PEMNTVTY, used 44: United-States
Row 9382, label PENATVTY, used 891: United-States
Row 9427, label PEMNTVTY, used 3: United-States
Row 9437, label PEFNTVTY, used 21571: Dominican-Republic
Row 9437, label PEMNTVTY, used 21571: Dominican-Republic
Row 9437, label PENATVTY, used 21571: Dominican-Republic
Row 9447, label PEMNTVTY, used 622: United-States
Row 9497, label PENATVTY, used 473: United-States
Row 9502, label PEFNTVTY, used 3: United-States
Row 9533, label PEFNTVTY, used 7778: Ecuador
Row 9533, label PEMNTVTY, used 7778: Ecuador
Row 9533, label PENATVTY, used 7778: Ecuador
Row 9534, label PEFNTVTY, used 6182: United-States
Row 9542, label PEFNTVTY, used 44: United-States
Row 9542, label PEMNTVTY, used 44: United-States
Row 9553, label PEFNTVTY, used 2479: United-States
Row 9553, label PEMNTVTY, used 2479: United-States
Row 9553, label PENATVTY, used 2479: United-States
Row 9604, label PEFNTVTY, used 18649: United-States
Row 9610, label PEFNTVTY, used 44: United-States
Row 9610, label PEMNTVTY, used 44: United-States
Row 9610, label PENATVTY, used 44: United-States
Row 9614, label PEFNTVTY, used 740: United-States
Row 9614, label PEMNTVTY, used 740: United-States
Row 9621, label PEFNTVTY, used 4630: United-States
Row 9640, label PEMNTVTY, used 3: United-States
Row 9678, label PEFNTVTY, used 4896: United-States
Row 9678, label PEMNTVTY, used 4896: United-States
Row 9678, label PENATVTY, used 4896: United-States
Row 9713, label PEFNTVTY, used 87: United-States
Row 9713, label PEMNTVTY, used 87: United-States
Row 9720, label PEFNTVTY, used 8087: United-States
Row 9720, label PEMNTVTY, used 8087: United-States
Row 9720, label PENATVTY, used 8087: United-States
Row 9731, label PEFNTVTY, used 259: United-States
Row 9731, label PENATVTY, used 259: United-States
Row 9750, label PEFNTVTY, used 3515: United-States
Row 9799, label PEFNTVTY, used 2678: United-States
Row 9799, label PEMNTVTY, used 2678: United-States
Row 9833, label PEFNTVTY, used 42090: China
Row 9833, label PEMNTVTY, used 42090: China
Row 9833, label PENATVTY, used 42090: China
Row 9846, label PEFNTVTY, used 517: United-States
Row 9846, label PEMNTVTY, used 517: United-States
Row 9924, label PEMNTVTY, used 57635: United-States
Row 9988, label PEFNTVTY, used 2142: United-States
Row 9988, label PEMNTVTY, used 2142: United-States
Row 9988, label PENATVTY, used 2142: United-States
Row 10036, label PEFNTVTY, used 13281: United-States
Row 10036, label PEMNTVTY, used 13281: United-States
Row 10036, label PENATVTY, used 13281: United-States
Row 10044, label PEFNTVTY, used 20102: United-States
Row 10044, label PEMNTVTY, used 20102: United-States
Row 10044, label PENATVTY, used 20102: United-States
Row 10046, label PEFNTVTY, used 891: United-States
Row 10046, label PEMNTVTY, used 891: United-States
Row 10068, label PEFNTVTY, used 44: United-States
Row 10068, label PEMNTVTY, used 44: United-States
Row 10088, label PEFNTVTY, used 129: Vietnam
Row 10088, label PEMNTVTY, used 129: Vietnam
Row 10124, label PEFNTVTY, used 47859: United-States
Row 10124, label PEMNTVTY, used 47859: United-States
Row 10126, label PEMNTVTY, used 3: United-States
Row 10131, label PEFNTVTY, used 87: United-States
Row 10135, label PEMNTVTY, used 56: United-States
Row 10151, label PEFNTVTY, used 3: United-States
Row 10159, label PEFNTVTY, used 13452: Guatemala
Row 10159, label PEMNTVTY, used 13452: Guatemala
Row 10159, label PENATVTY, used 13452: Guatemala
Row 10179, label PENATVTY, used 44: United-States
Row 10190, label PEFNTVTY, used 1542: United-States
Row 10190, label PEMNTVTY, used 1542: United-States
Row 10190, label PENATVTY, used 1542: United-States
Row 10215, label PEFNTVTY, used 1376: United-States
Row 10215, label PEMNTVTY, used 1376: United-States
Row 10215, label PENATVTY, used 1376: United-States
Row 10223, label PEFNTVTY, used 14228: United-States
Row 10223, label PEMNTVTY, used 14228: United-States
Row 10223, label PENATVTY, used 14228: United-States
Row 10294, label PEFNTVTY, used 198418: United-States
Row 10294, label PEMNTVTY, used 198418: United-States
Row 10294, label PENATVTY, used 198418: United-States
Row 10353, label PEMNTVTY, used 107: United-States
Row 10386, label PEFNTVTY, used 56950: United-States
Row 10386, label PEMNTVTY, used 56950: United-States
Row 10386, label PENATVTY, used 56950: United-States
Row 10398, label PEFNTVTY, used 7082: United-States
Row 10398, label PEMNTVTY, used 7082: United-States
Row 10406, label PEFNTVTY, used 3: United-States
Row 10406, label PEMNTVTY, used 3: United-States
Row 10406, label PENATVTY, used 3: United-States
Row 10454, label PEFNTVTY, used 65: South Korea
Row 10454, label PEMNTVTY, used 65: United-States
Row 10477, label PEFNTVTY, used 1927: Philippines
Row 10477, label PEMNTVTY, used 1927: Philippines
Row 10477, label PENATVTY, used 1927: Philippines
Row 10478, label PEMNTVTY, used 3: United-States
Row 10481, label PENATVTY, used 41730: Philippines
Row 10494, label PENATVTY, used 23567: United-States
Row 10504, label PEFNTVTY, used 4632: United-States
Row 10509, label PEFNTVTY, used 3297: Puerto-Rico
Row 10509, label PEMNTVTY, used 3297: Puerto-Rico
Row 10509, label PENATVTY, used 3297: Puerto-Rico
Row 10531, label PEFNTVTY, used 46: United-States
Row 10531, label PEMNTVTY, used 46: United-States
Row 10541, label PEFNTVTY, used 39: Mexico
Row 10552, label PEFNTVTY, used 740: United-States
Row 10555, label PEFNTVTY, used 15: United-States
Row 10555, label PEMNTVTY, used 15: United-States
Row 10596, label PEFNTVTY, used 3702: United-States
Row 10597, label PEFNTVTY, used 170300: United-States
Row 10597, label PEMNTVTY, used 170300: United-States
Row 10597, label PENATVTY, used 170300: United-States
Row 10695, label PEFNTVTY, used 3628: United-States
Row 10695, label PEMNTVTY, used 3628: United-States
Row 10701, label PEFNTVTY, used 2597: United-States
Row 10701, label PEMNTVTY, used 2597: United-States
Row 10701, label PENATVTY, used 2597: United-States
Row 10706, label PEFNTVTY, used 60: United-States
Row 10706, label PEMNTVTY, used 60: United-States
Row 10706, label PENATVTY, used 60: United-States
Row 10710, label PEFNTVTY, used 1114: United-States
Row 10710, label PEMNTVTY, used 1114: United-States
Row 10719, label PEFNTVTY, used 483: United-States
Row 10719, label PEMNTVTY, used 483: United-States
